Asesor,Nombre de tesista,Año de publicación,Resumen,Institución,Titulo de la tesis,Grado
"Sotomayor Ruíz, Rino Nicanor","Chumpitaz Ramos, Domingo Guzmán",2021,"Los Modelos de Ecuaciones Estructurales (SEM), es una extensión de varias técnicas multivariantes, entre ellas el Análisis Factorial, se ha utilizado casi en todos los campos de estudio, principalmente en el área de la educación, esta técnica nos proporciona un método directo para tratar múltiples relaciones de variables observables y no observables. El objetivo principal de la investigación fue determinar la relación entre la calidad de servicios con los factores que la determinan (tales como la seguridad, fiabilidad, empatía, aspectos tangibles y capacidad de respuesta); y la satisfacción estudiantil universitaria utilizando Modelos de Ecuaciones Estructurales (SEM). En la investigación se diseñó un cuestionario en base al instrumento de calidad de servicio SERVQUAL relacionado a un modelo estructural teórico del autor Lobos y Sepúlveda. Se hizo un análisis de fiabilidad del cuestionario, y con el análisis factorial exploratorio se demostró su validez. Luego, se recolectó información de 158 estudiantes del Área de Ciencias Económicas y de la Gestión de la UNMSM. Para desarrollar la investigación se aplicó el Análisis Factorial Confirmatorio (AFC) y Modelos de Ecuaciones Estructurales (SEM). En el modelo estructural inicial, los constructos empatía y fiabilidad no fueron significativos, entonces se reespecificó el modelo con los índices de modificación. En el modelo estructural 2, las variables observadas X5, X6 y X12 no fueron significativas en los constructos de fiabilidad y empatía, por lo tanto se retiraron del modelo. En el modelo estructural reespecificado 3, empatía no fue significativo, entonces no fue considerado en el siguiente modelo. En el modelo estructural final los constructos de seguridad, fiabilidad y aspectos tangibles fueron significativos con un nivel de significancia de 0.05. La calidad de servicio esperada tiene una relación directa con la satisfacción estudiantil y, los constructos de seguridad, fiabilidad y aspectos tangibles están relacionados positivamente con la calidad de servicio esperada.",Universidad Nacional Agraria La Molina,Factores que determinan la calidad de servicio y su relación con la satisfacción estudiantil universitaria estatal utilizando ecuaciones estructurales,Magister Scientiae - Estadística Aplicada
"Menacho Chiok, César Higinio","Alarcón Pimentel, Sandra Elena",2021,"El sector asegurador peruano es supervisado en todo momento por la Superintendencia de Banca y Seguros – SBS. Esta entidad vigila y evalúa el comportamiento, prácticas e información relacionada a las aseguradoras con el objetivo de fomentar la rentabilidad, transparencia y una mayor protección de asegurados y beneficiarios. Para lograrlo las aseguradoras deben manejar métodos de estimación de provisiones (reservas) técnicas que contengan fundamentos estadísticos y que los resultados obtenidos sean lo más certero posible. En esta monografía, se presenta la metodología y la aplicación del método estocástico Double Chain Ladder - DCL para el Seguro Obligatorio de Accidentes de Tránsito – SOAT, siendo este tipo de método el más ventajoso para la estimación de pagos futuros de siniestros. Los resultados con la metodología DCL para estimación de la provisión de pagos futuros de los accidentes en el SOAT para la empresa aseguradora, se obtuvieron valores estimados para las reservas de siniestros ocurridos (RBNS) de S/. 293,206 y para las reservas de siniestros ocurridos y no reportados (IBNYR) de S/. 48,826 y para el total de las  reservas IBNR en S/. 342,033. En comparación, con el método Double Chain Ladder se obtuvo una reserva de S/. 342,033 menor que con el método Chain Ladder S/349,117. En la repartición de los siniestros, el 90% es de las reservas son RBNS y un 10% de las IBNYR, lo que implica que la gran mayoría de siniestros ya han sido notificados a la compañía, pero hay un retraso en la liquidación",Universidad Nacional Agraria La Molina,Estimación del monto de siniestros ocurridos y no reportados para el SOAT con el método Double Cchain Ladder,Ingeniero Estadístico e Informático
"Gamboa Unsihhuay, Jesús Eduardo","Romero Cuadros, Italo Brayan",2022,"Esta investigación tiene como objetivo de determinar los patrones de clasificación del desempeño del sector público mediante la técnica de análisis conglomerados de series de tiempo a las regiones del Perú para el periodo 2007 – 2019. El desarrollo se realizó con los indicadores creados bajo la metodología de la frontera de posibilidades de producción y se evaluó la asociación a través del tiempo con el método de distancia de deformación del tiempo. El indicador utilizado para decidir el número de los conglomerados fue el de Silueta y Calinski. Entre los resultados más importantes se encontró que se mantiene un patrón que predomina entre las regiones que mejor usan los recursos y obtienen resultados idóneos donde resalta Moquegua, Ica y Lima mientras que otro grupo que mantiene fuertes tendencias a ser ineficientes en comparación como Ayacucho y Huancavelica. Finalmente, se observó una predominancia en las regiones que subdivide entre dos conglomerados y se mantiene tanto sectorial y global.",Universidad Nacional Agraria La Molina,"Clasificación de la eficiencia del gasto público en las regiones del Perú aplicando conglomerados de series temporales, 2007 - 2019",Magister Scientiae - Estadística Aplicada
"Salinas Flores, Jesús Walter","Marcos Sánchez, Eduardo Angelo",2015,"El crecimiento de los créditos por consumo a nivel mundial, junto con la normativa internacional sobre requerimientos de capital (Basilea II), están impulsando a las instituciones de banca retail a una mayor competencia con las entidades bancarias por este segmento de negocio. Por lo tanto en la empresa Carsa S.A.C. tiende a utilizar estrategias de ventas a crédito para tener un mayor crecimiento en este mercado competitivo, sin embargo su falta de control e identificación de clientes buenos y malos hace que sus estrategias puedan causar grandes pérdidas. Por ello, el objetivo de investigación del estudio es proponer un modelo de regresión logística, con el fin de analizar el riesgo crediticio en las ventas al minoreo en la empresa Carsa S. A. C. La investigación es de tipo descriptiva, explicativa transversal ya que comprende una población de los créditos generados en el periodo de enero y noviembre del año 2013 de electrodomésticos vendidos a nivel nacional. El modelo de regresión logística encontrado está compuesto por las variables: tipo de actividad, línea del producto, tipo de propiedad, estado civil, total de créditos, productos crediticios, plazo del crédito y mora máximo en el sistema financiero. En consecuencia, la empresa Carsa S. A. C. debe incluir el modelo de credit scoring en su política de crédito como un filtro adicional al otorgamiento convencional del mismo, dicho modelo es el cual discrimina a los clientes buenos y malos basándose en el perfil del cliente previo al otorgamiento de crédito. En la actualidad, la empresa analizada tiene grandes pérdidas por clientes morosos o mal identificados, efecto causado por el otorgamiento del crédito por el método por experiencia. Las pérdidas monetarias de solicitudes que debieron ser rechazadas en el 2013 ascienden a S/. 658,000.00 nuevos soles.",Universidad Nacional Agraria La Molina,Propuesta de un modelo de regresión logística para analizar el riesgo crediticio en la empresa CARSA S.A.C.,Ingeniero Estadístico e Informático
"Sotomayor Ruíz, Rino Nicanor","Prado Pariona, Vanesa||Palomino Quispe, Jacqueline Roxana",2015,"El trabajo, consistió en detallar paso a paso la metodología (CRISP–DM) para poder identificar grupos óptimos de clientes más propensos a migrar de un plan prepago a postpago con el fin de formular un plan de mejora en la gestión de llamadas mediante la clasificación de la base de datos. Este trabajo ha sido motivado por que actualmente se ha visto una disminución de la tasa de efectividad y contactabilidad con los clientes, para esto se ha utilizado el software Rapid Miner ya que es más detallada la representación de flujos de manera gráfica y por su gran capacidad para trabajar con una amplia gama de bases de datos. Se aplicaron modelos de clasificación para analizar las características que genera la compra de los diferentes servicios. Se realizó la comparación del modelo de Regresión Logística y el algoritmo de Árbol de Clasificación CART, quedando como modelo más óptimo la Regresión Logística ya que ofreció mejores resultados y mayor efectividad. A partir de lo anterior, se encontraron grupos diferenciados por las probabilidades de éxito venta (Migrar de un plan prepago a postpago), segmentos que reflejan necesidades y características particulares, que permita diseñar acciones de marketing focalizado con el objetivo de incrementar la tasa de efectividad, contactabilidad e incrementar las ventas. Se realizaron recomendaciones para futuras acciones de marketing, un ejemplo es identificar grupos que se debe intentar desarrollar y otros grupos que sólo que se debe tratar de fidelizar, ya que han alcanzado gran parte de su potencial dentro de la empresa. Cómo trabajos futuros se recomienda replicar la metodología con mayor información demográfica, con el fin de aumentar los índices de desempeño de los modelos predictivos. Además de poder cuantificar el aumento de la efectividad debido a la aplicación de esta metodología, a través de una campaña real.",Universidad Nacional Agraria La Molina,"Segmentación de la base de datos de un call center para las ventas del servicio de telefonía móvil, usando el modelo de regresión logística y el algoritmo de árbol de clasificación CART",Ingeniero Estadístico e Informático
"Sotomayor Ruíz, Rino Nicanor","Bernabé Ponte, Eduardo||Ballón Beltrán, Dante Daniel",2015,"En el presente estudio se tiene como objetivo primordial describir y predecir la vía de culminación de parto en gestantes (Normal o por cesárea) mediante un modelo logístico binario y como objetivo secundario identificar los factores asociados que permiten determinar si una gestante tendrá una vía de culminación de parto: normal o por cesárea. Luego se realizará el análisis de regresión logística binaria con el fin de encontrar el mejor modelo que explique la variable de interés en función a las siguientes variables independientes: complicaciones de la madre, edad de la madre, edad gestacional, número de bebes, peso del bebe por nacer, talla del bebe por nacer y perímetro cefálico  del bebe por nacer. Los principales resultados que presentamos son: Tasa de clasificación según vía de culminación del parto en gestantes 88.5%; el coeficiente de determinación del modelo 65.9%, pruebas estadísticas de Hosmer y Lemeshow 0.760, lo cual verifica que nuestros datos se ajustan al modelo logístico binario, la tasa de mala clasificación del modelo validada mediante validación cruzada con 11.65%, siendo un error de estimación bajo y aceptable.",Universidad Nacional Agraria La Molina,Análisis clasificatorio de las gestantes según vía de culminación del parto aplicando regresión logística binaria,Ingeniero Estadístico e Informático
"Salinas Flores, Jesús Walter","Vizcarra Mac, César Augusto||Lajo Salazar, Julian Javier",2016,"En el siguiente trabajo se busca resolver un problema que ocurre a menudo en diversas empresas, especialmente dentro del área de marketing, mediante el uso de tres técnicas estadísticas. Aplicándolas adecuadamente se encontraron nichos de usuarios del servicio de telefonía móvil, a los cuales se les identificaron perfiles que los describieran adecuadamente y finalmente se buscaron que estas agrupaciones contribuyan a obtener un nivel de eficiencia mayor al realizar alguna acción de marketing específica. Durante el análisis se encontraron tres grupos de personas, estos grupos ayudarán a realizar un marketing mejor enfocado a cada tipo de cliente y así obtener mejores resultados, ya sea en venta como en inversión publicitaria. La optimización de estos recursos servirá a las empresas de servicio de telefonía móvil para poder llegar a los usuarios de una manera más directa en lugar de realizar acciones de marketing masivo los cuales muchas veces son poco rentables. El primer grupo que se encontró es el de los TRADICIONALES. Son aquellas personas que les importan poco tener lo último en tecnología pero buscan que su teléfono móvil funcione como debe ser y les permita algo más que llamar y enviar mensajes. Valoran que los demás los reconozcan por usarlo pero prestan poca atención sobre la marca que usan. El segundo grupo que se encontró es el de los MODERNOS. Ellos valoran que su equipo luzca moderno y sea de una marca reconocida. Quieren algo que les dure mucho tiempo, pero conocen muy poco o nada sobre todas las funcionalidades. En muchos casos no saben usarlas. Además, les importa mucho ser reconocidos por las características físicas exteriores de sus teléfonos móviles. Por último se tiene al grupo de los TECNOLÓGICOS. Ellos no solo buscan un teléfono móvil tecnológico acorde a sus necesidades sino que también saben aprovechar sus funcionalidades (conocen bastante sobre tecnología). Ser reconocidos por lo que usan es algo adicional pero no primordial, valoran mucho más la calidad y seguridad que una marca reconocida les puede brindar. Una vez descritos estos grupos de usuarios, las empresas que empiecen a realizar acciones de marketing específicas para cada grupo lograrán estar por delante de la competencia ya que al tener una comprensión más profunda de cómo es que piensan los usuarios de telefonía móvil podrán generar estrategias más directas acorde a las necesidades del consumidor.",Universidad Nacional Agraria La Molina,Análisis de preferencia de servicios de telefonía móvil para segmentar a los clientes que usan smartphone,Ingeniero Estadístico e Informático
"Gonzáles Chavesta, Celso","Yopán Comeca, Herbert Alfonso||Gálvez Castillo, Renato Martín",2014,"El trabajo nace con la necesidad de mejorar el proceso de la confección de las prendas de vestir el cual origina un alto porcentaje de prendas de segunda calidad generando así grandes pérdidas económicas (US$ 100,000 aprox. al año) y dañando la imagen de la empresa con sus clientes los cuales en su mayoría son de Europa, EEUU y Canadá. Hay que tener siempre en cuenta que los clientes establecen un máximo permitido de prendas defectuosas por pedido, un porcentaje mayor conlleva a penalidades y una baja puntuación por parte de los clientes al momento de las encuestas de satisfacción.  Por tal motivo la empresa implementó la metodología Seis Sigma para ofrecer un mejor producto o servicio al cliente, de una manera más rápida y al costo más bajo posible, la cual se inició el 04 de Marzo del 2013 y finalizó el 26 de Julio del 2013. Se empezó con una breve descripción del proceso de confección de prendas de vestir y las operaciones en el que está involucrado; luego se ejecutó el ciclo DMAIC: Definir, Medir, Analizar, Implementar (Mejorar) y Controlar. En la fase de Definición; se identificó las necesidades del cliente y los requerimientos críticos del producto (medidas de la prenda, costuras, modelo solicitado y doblado para despacho), como también de los principales defectos que generan prendas de segunda calidad, por lo que se utilizó diagramas SIPOC y gráficos de Pareto. En la fase de Medición; se identificó y cuantificó las variables más relevantes del proceso de confección de prendas a controlar. Mediante el uso de herramientas de calidad como el estudio Gage R&R, gráficos de control, análisis de la capacidad del proceso y el nivel Seis Sigma se obtuvo la situación actual por la que atraviesa el proceso en estudio. El porcentaje promedio de productos no conformes por  prendas de segunda calidad es del 0.90% con un nivel Six Sigma de 0.89 y un CPk de -0.20 lo cual nos indica que el proceso no es capaz de cumplir con los requerimientos del cliente, esta incapacidad del proceso se refleja en el alto porcentaje de piezas defectuosas por millón (PPM) que es de 72.92%.En la fase de Análisis; se identificó las causas raíces que originan el problema, para ello se aplicó análisis de correlación, análisis de regresión múltiple y prueba de hipótesis que ayudaron a identificar a la polivalencia de los costureros, el estado de las máquinas de coser, el número de la muestra de costura y la calidad de agujas como los factores mas importantes que afectan al porcentaje de prendas de segunda calidad. En la fase de Mejora, se ejecutó las acciones en base a los resultados obtenidos en la fase de análisis con el objetivo de optimizar el proceso de confección de prendas de vestir; se plantean planes de acción; donde se ejecutan programas de capacitación al personal y se elaboran instructivos de trabajo para el proceso de costura. La fase de Control; es la última de las fases y busca mantener los resultados obtenidos en la fase de mejora, para tal efecto calculamos el nuevo promedio y nivel Seis Sigma, obteniéndose los valores de 0.59% de prendas de segunda calidad y 3.89 nivel sigma respectivamente reduciendo significativamente el porcentaje de piezas defectuosas por millón (PPM) a 0.84%. Para tener bajo control el indicador y asegurar que mejore el tiempo, se diseñó planes de capacitaciones continuas a los 3 niveles operativos de la planta (operarios, supervisores, jefaturas). Es así que se asegura que el porcentaje de prendas de segunda calidad por defectos de costura se mantenga dentro del intervalo planteado.   Finalmente; en la evaluación económica realizada podemos notar claramente la reducción significativa de los costos de calidad, reduciéndose en promedio de S/. 24, 830  a S/. 10,100 al mes; esto significa una reducción del 60% de los costos de calidad. Si súmanos a esto la mejora de la imagen de la empresa entre sus clientes reflejadas en la disminución de penalidades por productos no conformes y una mayor puntuación en las encuestas al final de cada semestre el beneficio es aún mayor. En consecuencia, la ejecución del proyecto utilizando la metodología Seis Sigma ayudó a obtener beneficios económicos esperados.",Universidad Nacional Agraria La Molina,"Reducción del porcentaje de prensas de segunda por defectos de confección utilizando la metodología Seis Sigma, caso: empresa Textil-Confecciones",Ingeniero Estadístico e Informático
"Vega Huerta, Hugo Froilán","Salas Arbaiza, Cesar Enrique",2023,"Valida un modelo de aceptación tecnológica, que fomente el incremento de los indicadores financieros de las empresas del SEMA. La investigación, se centra en la etapa de lanzamiento o puesta en producción del ciclo de vida de desarrollo de software, siendo necesario gestionar un proceso de adopción de tecnología para una adecuada transición a la nueva tecnología. La herramienta tecnológica usada en el proceso de adopción es la Ventanilla Única de Comercio Exterior (VUCE) y se aplicó al Sector Exportador de Mercancías Agrícolas del Perú (SEMA) la aceptación será más conveniente si evidencia incremento de las ventas y operaciones comerciales en el sector. Para esta investigación, se relevó los factores importantes y necesarios para una conveniente adopción tecnológica, se revisó el estado del arte de los Modelo de Aceptación Tecnológica (TAM) del 2001 al 2019,
encontrando 10 modelos y 36 factores. Se plantea adaptar el modelo TAM, a un modelo que permitan al sector en estudio adoptar tecnología que agilice la burocracia y tramitología que obstaculiza el desarrollo del sector en estudio, éste modelo se le llama TAM4. Como primer estudio se aplica una encuesta a 68 de las 4560 empresas del sector, con un nivel de confianza y un error del 90% y ± 10% respectivamente, obteniendo que el 68% de estas estaría dispuesto a usar un modelo que posea los factores de: confianza y riesgo percibido. Como segundo estudio de investigación se diseña casos de estudio en cinco empresas agro exportadoras para validar el modelo TAM4, analizando el comportamiento a los largo de siete años de sus operaciones
comerciales, se determinó que el modelo TAM4 incrementa en 11% de las ventas de las empresas participantes en el periodo de estudio.",Universidad Nacional Mayor de San Marcos,Contribuciones al modelo de aceptación tecnológica aplicado al sector exportador de mercancías agrícolas,Doctor en Ingeniería de Sistemas e Informática
"La Serna Palomino, Nora Bertha","Lozada Yánez, Raúl Marcelo",2023,"Desarrolla el modelo de Realidad Aumentada denominado “Model for Augmented Reality
Applications with Gestural Interface for Children (MARAGIC)”. El modelo considera las
características cognitivas de niños en edad escolar, su validación y aplicación en el
diseño y desarrollo de dos Recursos Educativos Digitales (RED) que se emplean como
herramientas de apoyo en dos casos de estudio donde participan estudiantes que asisten
al 3° grado de Educación General Básica (EGB) en la ciudad de Riobamba de Ecuador. El trabajo pretende ser un aporte que oriente el adecuado diseño y desarrollo de este
tipo de herramientas tecnológicas educativas. Como método de estudio, se utiliza un
enfoque de investigación cualitativa en el que la recolección de datos se realiza
mediante la aplicación de una encuesta con elementos de referencia a la percepción
tanto a los niños participantes del estudio como a un grupo de docentes de nivel medio
y superior frente a la utilización de los recursos basados en MARAGIC. Se realiza
además un análisis cuantitativo que permite comparar el rendimiento académico de los
estudiantes antes y después de usar dichos recursos para los dos casos de estudio
ejecutados. Los resultados señalan que los docentes encuestados perciben al modelo
desarrollado como una oportunidad para mejorar los procesos de aprendizaje y que, la
utilización de los recursos educativos desarrollados siguiendo las orientaciones del
modelo MARAGIC mejora significativamente el rendimiento académico de los
estudiantes participantes del estudio en sus clases de matemática. La aplicación de este
tipo de recurso facilita los procesos de aprendizaje de los niños, mismos que se
muestran motivados y participan activamente en las actividades propuestas en los
recursos educativos diseñados a partir del modelo.",Universidad Nacional Mayor de San Marcos,Modelo de realidad aumentada que considere características cognitivas para aprendizaje de niños en edad escolar,Doctor en Ingeniería de Sistemas e Informática
"León Fernández, Cayo Víctor","Valencia Vivas, Gloria Maritza",2023,"Establece de qué manera las herramientas Web 2.0 influyen en las competencias genéricas Tuning en estudiantes de universidades públicas de Ecuador. En su desarrollo participaron 88 estudiantes universitarios de las carreras de Licenciatura en Ciencias Navales y Licenciatura en Ciencias Aeronáuticas de la Universidad de las Fuerzas Armadas del Ecuador, sus edades oscilaron entre de 20 a 21 años y con acceso a internet. El análisis de los datos revela que las
herramientas web 2.0 más utilizada por los estudiantes fue el Blog, seguido
por YouTube, representando el 68,2% del total de la muestra. Sin embargo,
determina que la Wiki y el Foro son las herramientas que tuvieron mayor
influencia en las competencias genéricas Tuning, mientras que el Blog, las
Redes Sociales y YouTube presentaron una menor influencia. Por lo cual, se concluye que el uso de herramientas web 2.0 tienen influencia positiva en las
competencias genéricas Tuning en estudiantes universitarios. Asimismo, se debe
incorporar estas herramientas en el proceso de enseñanza aprendizaje con el
uso adecuado y direccionado, en función de los objetivos y necesidades
específicas de cada contexto educativo.",Universidad Nacional Mayor de San Marcos,"Herramientas Web. 2.0 y su influencia en las competencias genéricas Tuning en estudiantes de universidades públicas de Ecuador, 2020: Caso UFA ESPE",Doctora en Ingeniería de Sistemas e Informática
"La Serna Palomino, Nora Bertha","Luna Encalada, Washington Gilberto",2023,"Desarrolla un ecosistema de nube social para enseñanza práctica de TI, mediante un modelo de implementación, que cumplan con los cuatro pilares educativos, basados en tres modelos de servicios de la computación en la nube, conocidos como Software como Servicio (SaaS), Plataforma como servicio (PaaS) e Infraestructura como Servicio (IaaS).",Universidad Nacional Mayor de San Marcos,Nube social para enseñanza práctica de tecnología de  información,Doctor en Ingeniería de  Sistemas e Informática
"Mauricio Sánchez, David Santos","Arcos Medina, Gloria de Lourdes",2023,"El propósito de esta investigación es contribuir en el aseguramiento de la calidad del software a través de la determinación de nuevos factores críticos de éxito y prácticas ágiles que influyen en las características de calidad de software. A a pesar de que existen estándares y modelos de calidad para asegurar la calidad en proyectos de desarrollo ágil, su complejidad en su aplicación es contraria a los principios propuestos por el agilismo, lo que impide tener un software con un adecuado nivel de calidad. Para cumplir con el objetivo propuesto se ha aplicado un diseño de investigación cualitativa, los resultados se obtuvieron mediante el análisis de residuos estandarizados a 146 cuestionarios dirigidos a personas involucradas en el proceso de
desarrollo de software. Esta investigación contiene una revisión sistemática de la literatura que permitió catalogar 148 factores críticos de éxito, 137 prácticas ágiles, 165 métricas y 71 atributos de calidad relacionados con el desarrollo ágil de software. Además, se presenta un modelo compuesto por cuatro componentes: 1) seis factores críticos de éxito obtenidas de las teorías del comportamiento humano y administrativo, 2) cuatro categorías de prácticas ágiles, 3) ocho características de calidad basadas en el estándar ISO/IEC 25010 , y 4) hipótesis que determinan la influencia entre los componentes del modelo propuesto. Las contribuciones realizadas como resultado de este estudio permitirán asegurar la calidad en el proceso de desarrollo de software ágil y tomar acciones para mitigar la influencia negativa de algunos
factores críticos y contribuir a la implementación de proyectos exitosos.",Universidad Nacional Mayor de San Marcos,Contribuciones para el aseguramiento de la calidad en el proceso de desarrollo de software ágil,Doctor en Ingeniería de Sistemas e Informática
"Papa Quiroz, Erik Alex","Cano Lengua, Miguel Angel",2023,"Desarrolla un algoritmo multiplicador proximal para resolver problemas de optimización convexa separable sobre conos simétricos y aplicarlo a problemas de clasificación binaria para máquinas de vectores de soporte. Este algoritmo tiene como fundamento teórico los espacios vectoriales de dimensión finita, además de un producto interior, un Álgebra de Jordan Euclidiana, distancias proximales, cono simétrico de segundo orden, entre otros conceptos teóricos. El algoritmo para clasificación de datos binario se desarrolló probando la buena definición, el análisis de la convergencia, el análisis de la complejidad de este. Este algoritmo surge como una nueva técnica el cual puede ser utilizado para la clasificación de datos, se probó su convergencia global bajo determinados supuestos, se realizó la implementó del algoritmo en el software Matlab versión 2017 (R2017a), en una computadora 8 th Gen Intel (R) Core (TM) i5-8250U CPU, 1.60 GHz 1.80 GHz, 4.00 GB, Windows 1064 bits. Posteriormente se realizó el diseño utilizando el marco metodológico Scrum. Para ello se desarrolló 3 sprint de acuerdo con los requerimientos de las historias de usuarios.
Se realizó un análisis comparativo con otros algoritmos proximales, así como también experimentos computacionales con el uso del algoritmo implementado.",Universidad Nacional Mayor de San Marcos,Un algoritmo multiplicador proximal para clasificación binaria en máquinas de vectores soporte,Doctor en Ingeniería de Sistemas e Informática
"Mauricio Sánchez, David Santos","Bravo Mullo, Silvia Jeaneth",2019,"Se analizaron seis aspectos sobre la detección de ataques DDoS: técnicas, variables, herramientas, ubicación de implementación, punto en el tiempo y precisión de detección. Este análisis permitió realizar una contribución útil al diseño de una estrategia adecuada para neutralizar estos ataques. En los últimos años, estos ataques se han dirigido hacia la capa de aplicación. Este fenómeno se debe principalmente a la gran cantidad de herramientas para la generación de este tipo de ataque. Por ello, además, en este trabajo se propone una alternativa de detección basada en el dinamismo del usuario web. Para esto, se evaluaron las
características del dinamismo del usuario extraídas de las funciones del mouse y del teclado. Finalmente, el presente trabajo propone un enfoque de detección de bajo costo que consta de dos pasos: primero, las características del usuario se extraen en tiempo real mientras se navega por la aplicación web; en segundo lugar, cada característica extraída es utilizada por un algoritmo de orden (O1) para diferenciar a un usuario real de un ataque DDoS. Los resultados de las pruebas con las herramientas de ataque LOIC, OWASP y GoldenEye muestran que el método propuesto tiene una eficacia de detección del 100% y que las características del dinamismo del usuario de la web permiten diferenciar entre un usuario real y un robot.",Universidad Nacional Mayor de San Marcos,Contribuciones para la Detección de Ataques Distribuidos de Denegación de Servicio (DDoS) en la Capa de Aplicación,Doctor en Ingeniería de Sistemas e Informática
"Mauricio Sánchez, David Santos","Oñate Andino, Mayra Alejandra",2022,"Determina la influencia de los 13 factores críticos de éxito propuestos en el principio de responsabilidad establecido en la norma ISO 38500. Una revisión exhaustiva de la literatura muestra que, en el contexto universitario no se han realizado estudios con estos propósitos. Este estudio empírico se realizó sobre el 76% de universidades ecuatorianas y muestra que los 13 factores analizados, 8 tomados de contextos
distintos al universitario y 5 extraídos desde las teorías del ámbito administrativo y comportamiento humano, tienen una influencia positiva en el éxito del Gobierno de las Tecnologías de la Información y el cumplimiento del principio de responsabilidad.",Universidad Nacional Mayor de San Marcos,Contribuciones al gobierno de las tecnologías de la información en el contexto universitario,Doctor en Ingeniería de Sistemas e Informática
"La Serna Palomino, Nora Bertha","Ayovi Ramirez, Marco Wellington",2022,"Pocas veces el éxito de una empresa surge de las casualidades. Por lo contario, se está más cerca del éxito y del bienestar cuando los resultados se producen por causalidades, lo que implica que se debe trabajar de manera planificada para encontrar los resultados deseados. Es también necesario manifestar que muchas
veces trabajando como debe ser, no se consiguen los resultados, debido a que hay una alta competitividad en las empresas, y por el hecho de que la gestión y planificación dentro de la empresa sean buenas, la competencia puede trabajar mucho mejor.
Las Pequeñas y Medianas Empresas (PYMES) representan más del 95% de las empresas en el mundo, radicando allí su importancia, ya que su aporte a la economía y a la empleabilidad mundial es significativo. Uno de esos segmentos de empresas que ocupan ese porcentaje, son las PYMES de Tecnologías de la Información y Comunicación (TIC), que por sus propias actividades y características son representativas en niveles de importancia para el crecimiento y desarrollo de la sociedad universal. Las PYMES de TIC probablemente tienen los mismos problemas que las PYMES de otros sectores, con dificultades organizativas y estructurales, necesarias para una adecuada gestión que propenda hacia el progreso, la competitividad, productividad y cada vez mayor rentabilidad. En los últimos años en diversos eventos y en publicaciones internacionales se ha tratado a profundidad los temas de Gestión de la calidad (GC), Gestión de la innovación (GI) y Gestión estratégica (GE), como pilares fundamentales para alcanzar la productividad (PR) de las organizaciones, y a partir de la PR obtener cada vez mayor Rentabilidad (RE).
Enfocado en que la GC, GI y GE integrada a las actividades de las PYMES de TIC pueden derivar en la Productividad de estas empresas, presentamos en esta investigación un Modelo Conceptual Corporativo, basado en GC, GI y GE para la Productividad de las PYMES de TIC. Estudio que se realizará en la geografía de la República del Ecuador.",Universidad Nacional Mayor de San Marcos,"Modelo corporativo basado en gestión de la calidad, gestión de la innovación y gestión estratégica, para pequeñas y medianas empresas del sector de las tecnologías de la información y comunicación",Doctor en Ingeniería de Sistemas e Informática
"Pró Concepción, Luzmila Elisa","Garcia Quilachamin, Washington Xavier",2021,"La revolución tecnológica del siglo XXI ha contribuido a la aplicación de algoritmos en
cámaras para la detección y reconocimiento de personas a partir de imágenes o videos
considerados aún complejos para una computadora. Por lo que las tecnologías asociadas a
la eficiencia energética y su uso en sistemas eléctricos surgen como problemas en la
aplicación de dispositivos inteligentes en: viviendas, edificios, empresas e instituciones
públicas y privadas. El objetivo de esta tesis es determinar de qué manera un algoritmo en
detección positiva de la imagen de una persona en tiempo real influye en la eficiencia
energética generada en un sistema de iluminación en una Smart Grid Home. Se realizó
una revisión sistemática de los algoritmos en detección de patrones, considerando los
criterios de Kitchenham y un estudio de campo, aplicado en instituciones públicas de la
provincia de Manabí - Ecuador, la cual fue validada mediante el análisis factorial de
confiabilidad relacionado con la prueba KMO, la esfericidad de Bartlett y el coeficiente
alfa de Cronbach. Se aplicaron técnicas en la detección de patrones y los resultados
obtenidos nos permiten considerar el modelo Support Vector Machines con un 92% de
reconocimiento y el algoritmo Viola-Jones con detección efectiva del 97,53%. De manera
experimental en relación con el algoritmo aplicado en un control de encendido y apagado
de un dispositivo de iluminación, los resultados determinaron que el 99.5% en la
detección de imágenes es positiva. Se concluye que la eficiencia y efectividad del
algoritmo aplicado en un control de encendido y apagado de un dispositivo de
iluminación mejora el consumo de energía eléctrica, siendo un aporte a la gestión
energética, seguridad y vigilancia de las personas y bienes materiales.",Universidad Nacional Mayor de San Marcos,Algoritmo en detección positiva de la imagen de una persona para la mejora en eficiencia energética en una Smart Grid Home,Doctor en Ingeniería de Sistemas e Informática
